|order_completed_at_category|phone_id|all_product_price_sum|all_product_price_count|avg_prive
0|2020-01|2|4184.310007095337|1|4184.310007095337
1|2020-01|6|14189.009984970093|3|4729.669994990031
2|2020-01|9|6791.439994812012|1|6791.439994812012
3|2020-01|11|3063.6899795532227|1|3063.6899795532227
4|2020-01|16|13544.530006408691|1|13544.530006408691
5|2020-01|17|3237.0|1|3237.0
6|2020-01|49|2402.6300048828125|1|2402.6300048828125
7|2020-01|81|2352.3900032043457|1|2352.3900032043457
8|2020-01|98|2167.0499897003174|1|2167.0499897003174
9|2020-01|119|2877.96999168396|1|2877.96999168396
10|2020-01|125|15202.34006690979|3|5067.44668896993
11|2020-01|126|52295.85989570618|18|2905.325549761454
12|2020-01|185|68794.68019485474|5|13758.936038970947
13|2020-01|186|3823.020009994507|1|3823.020009994507
14|2020-01|211|21527.87996673584|3|7175.959988911946
15|2020-01|218|18666.119972229004|3|6222.039990743001
16|2020-01|221|2820.6200227737427|2|1410.3100113868713
17|2020-01|223|5325.760013580322|3|1775.2533378601074
18|2020-01|240|3187.7500190734863|1|3187.7500190734863
19|2020-01|252|12643.960041046143|2|6321.980020523071
20|2020-01|258|11828.699987411499|4|2957.1749968528748
21|2020-01|273|4638.8699951171875|1|4638.8699951171875
22|2020-01|286|3334.1499938964844|1|3334.1499938964844
23|2020-01|288|1930.2299919128418|1|1930.2299919128418
24|2020-01|302|2642.71000289917|1|2642.71000289917
25|2020-01|322|13982.830026626587|3|4660.943342208862
26|2020-01|334|7973.860023498535|1|7973.860023498535
27|2020-01|338|21219.069858551025|2|10609.534929275513
28|2020-01|360|13260.380058288574|1|13260.380058288574
29|2020-01|367|23230.0|1|23230.0
30|2020-01|368|14143.519983291626|2|7071.759991645813
31|2020-01|390|3010.730010986328|1|3010.730010986328
32|2020-01|400|13865.510062217712|3|4621.836687405904
33|2020-01|424|6052.709995269775|2|3026.3549976348877
34|2020-01|431|7285.070018768311|1|7285.070018768311
35|2020-01|454|13342.600015640259|2|6671.300007820129
36|2020-01|482|15096.840065479279|5|3019.3680130958555
37|2020-01|483|12442.140024662018|2|6221.070012331009
38|2020-01|486|8955.890031814575|1|8955.890031814575
39|2020-01|501|20990.819971084595|7|2998.688567297799
40|2020-01|504|21598.780046463013|5|4319.756009292602
41|2020-01|512|10297.919940948486|3|3432.639980316162
42|2020-01|527|18750.709993362427|2|9375.354996681213
43|2020-01|573|21113.829942703247|2|10556.914971351624
44|2020-01|574|14129.810012817383|3|4709.936670939128
45|2020-01|583|17439.70990562439|2|8719.854952812195
46|2020-01|596|27727.240062713623|3|9242.413354237875
47|2020-01|597|2875.079991340637|1|2875.079991340637
48|2020-01|605|7937.910009384155|1|7937.910009384155
49|2020-01|607|10666.37995147705|2|5333.189975738525
50|2020-01|620|7282.669998168945|2|3641.3349990844727
51|2020-01|625|4114.510004043579|2|2057.2550020217896
52|2020-01|646|8118.89005279541|4|2029.7225131988525
53|2020-01|649|3336.970018386841|1|3336.970018386841
54|2020-01|652|21865.649934768677|3|7288.549978256226
55|2020-01|675|49261.280071258545|2|24630.640035629272
56|2020-01|691|50693.00010108948|12|4224.41667509079
57|2020-01|692|24778.22994041443|5|4955.645988082886
58|2020-01|702|1690.079990386963|1|1690.079990386963
59|2020-01|703|26517.220147132874|3|8839.073382377625
60|2020-01|711|17393.289909362793|2|8696.644954681396
61|2020-01|716|5782.660041809082|1|5782.660041809082
62|2020-01|726|19515.33010482788|1|19515.33010482788
63|2020-01|727|16180.700109481812|2|8090.350054740906
64|2020-01|733|6152.600040435791|1|6152.600040435791
65|2020-01|743|7006.990036010742|1|7006.990036010742
66|2020-01|767|5541.960014343262|2|2770.980007171631
67|2020-01|775|17353.200002670288|4|4338.300000667572
68|2020-01|790|7625.750016212463|1|7625.750016212463
69|2020-01|791|8981.710119247437|2|4490.855059623718
70|2020-01|804|5685.470039367676|1|5685.470039367676
71|2020-01|813|4850.509994506836|1|4850.509994506836
72|2020-01|816|2799.7400093078613|1|2799.7400093078613
73|2020-01|829|4218.410024642944|1|4218.410024642944
74|2020-01|841|5600.909994125366|1|5600.909994125366
75|2020-01|848|3876.0599937438965|1|3876.0599937438965
76|2020-01|849|2197.930004119873|1|2197.930004119873
77|2020-01|862|8685.410037994385|2|4342.705018997192
78|2020-01|867|2591.3699913024902|1|2591.3699913024902
79|2020-01|874|9665.770055770874|4|2416.4425139427185
80|2020-01|880|5007.220015525818|1|5007.220015525818
81|2020-01|882|17476.930188179016|6|2912.821698029836
82|2020-01|891|21947.21004295349|3|7315.736680984497
83|2020-01|894|6715.589996337891|2|3357.7949981689453
84|2020-01|896|5655.109987258911|2|2827.5549936294556
85|2020-01|898|7514.789947509766|2|3757.394973754883
86|2020-01|918|4137.899993896484|1|4137.899993896484
87|2020-01|919|22574.319931030273|3|7524.773310343425
88|2020-01|925|1684.9099941253662|1|1684.9099941253662
89|2020-01|938|6977.799974441528|1|6977.799974441528
90|2020-01|972|21487.780193328857|5|4297.556038665772
91|2020-01|998|16668.870000839233|4|4167.217500209808
92|2020-01|1015|5595.400022506714|2|2797.700011253357
93|2020-01|1028|3350.590009689331|1|3350.590009689331
94|2020-01|1040|11232.2100315094|3|3744.0700105031333
95|2020-01|1049|4169.649993896484|1|4169.649993896484
96|2020-01|1059|7195.049995422363|2|3597.5249977111816
97|2020-01|1067|2369.9499940872192|1|2369.9499940872192
98|2020-01|1079|6586.669981002808|2|3293.334990501404
99|2020-01|1090|7247.700057983398|2|3623.850028991699
100|2020-01|1118|4080.5800399780273|1|4080.5800399780273
101|2020-01|1120|27820.07053756714|7|3974.2957910810196
102|2020-01|1127|29235.209980010986|3|9745.069993336996
103|2020-01|1135|3325.6799697875977|1|3325.6799697875977
104|2020-01|1186|1887.8000316619873|1|1887.8000316619873
105|2020-01|1187|5484.739963531494|1|5484.739963531494
106|2020-01|1188|1853.4899787902832|1|1853.4899787902832
107|2020-01|1190|2050.280002593994|1|2050.280002593994
108|2020-01|1208|17462.169946670532|3|5820.723315556844
109|2020-01|1209|5252.229974746704|1|5252.229974746704
110|2020-01|1215|3427.4000244140625|1|3427.4000244140625
111|2020-01|1231|9103.540008544922|4|2275.8850021362305
112|2020-01|1266|2904.0100059509277|2|1452.0050029754639
113|2020-01|1271|28814.149996757507|6|4802.358332792918
114|2020-01|1273|4311.46000289917|2|2155.730001449585
115|2020-01|1281|10841.819984436035|2|5420.909992218018
116|2020-01|1288|9348.870070457458|1|9348.870070457458
117|2020-01|1295|12006.029993057251|1|12006.029993057251
118|2020-01|1307|3742.8999938964844|1|3742.8999938964844
119|2020-01|1311|14643.77003288269|3|4881.2566776275635
120|2020-01|1316|7593.619964599609|2|3796.8099822998047
121|2020-01|1340|20781.790000915527|2|10390.895000457764
122|2020-01|1346|10573.540008544922|4|2643.3850021362305
123|2020-01|1347|2626.980026245117|1|2626.980026245117
124|2020-01|1356|9683.009958267212|3|3227.669986089071
125|2020-01|1357|6383.7599930763245|2|3191.8799965381622
126|2020-01|1366|2354.730007171631|1|2354.730007171631
127|2020-01|1374|2538.1699981689453|1|2538.1699981689453
128|2020-01|1393|6038.309858322144|1|6038.309858322144
129|2020-01|1401|6650.269983291626|1|6650.269983291626
130|2020-01|1402|19973.65009689331|3|6657.8833656311035
131|2020-01|1405|24325.330078125|1|24325.330078125
132|2020-01|1420|6799.9100341796875|2|3399.9550170898438
133|2020-01|1443|2626.520004272461|1|2626.520004272461
134|2020-01|1459|6117.180042266846|2|3058.590021133423
135|2020-01|1465|1222.4500179290771|1|1222.4500179290771
136|2020-01|1471|10300.040018081665|2|5150.0200090408325
137|2020-01|1482|4930.909938812256|1|4930.909938812256
138|2020-01|1489|6239.199995040894|2|3119.599997520447
139|2020-01|1494|15015.039937973022|1|15015.039937973022
140|2020-01|1507|21653.430013656616|4|5413.357503414154
141|2020-01|1532|2913.1799869537354|1|2913.1799869537354
142|2020-01|1536|2242.260040283203|1|2242.260040283203
143|2020-01|1544|2742.0|1|2742.0
144|2020-01|1548|10055.17003440857|2|5027.585017204285
145|2020-01|1555|6524.380039215088|2|3262.190019607544
146|2020-01|1579|5991.7299728393555|1|5991.7299728393555
147|2020-01|1589|17039.79990196228|4|4259.94997549057
148|2020-01|1612|35900.259983062744|5|7180.0519966125485
149|2020-01|1613|5124.060028076172|1|5124.060028076172
150|2020-01|1623|17588.260005950928|5|3517.6520011901857
151|2020-01|1648|16818.539978981018|3|5606.179992993672
152|2020-01|1649|4270.9200077056885|2|2135.4600038528442
153|2020-01|1660|16181.649890899658|2|8090.824945449829
154|2020-01|1662|2368.560001373291|1|2368.560001373291
155|2020-01|1686|34294.110008239746|5|6858.822001647949
156|2020-01|1714|7647.719990730286|1|7647.719990730286
157|2020-01|1730|71462.52010536194|22|3248.296368425543
158|2020-01|1746|23168.440284729004|5|4633.688056945801
159|2020-01|1749|1656.8800048828125|1|1656.8800048828125
160|2020-01|1766|14218.880006790161|4|3554.7200016975403
161|2020-01|1777|7473.000034332275|1|7473.000034332275
162|2020-01|1784|4081.249994277954|1|4081.249994277954
163|2020-01|1791|3248.6300010681152|1|3248.6300010681152
164|2020-01|1800|16868.820070266724|4|4217.205017566681
165|2020-01|1805|3947.4600524902344|2|1973.7300262451172
166|2020-01|1808|21208.059993743896|3|7069.353331247966
167|2020-01|1817|17569.31001472473|3|5856.43667157491
168|2020-01|1827|11499.500029563904|2|5749.750014781952
169|2020-01|1829|4847.620004653931|1|4847.620004653931
170|2020-01|1834|4631.740028381348|3|1543.9133427937825
171|2020-01|1846|9583.31999206543|1|9583.31999206543
172|2020-01|1853|3802.539972305298|1|3802.539972305298
173|2020-01|1856|4264.440013885498|1|4264.440013885498
174|2020-01|1871|12493.700017929077|2|6246.850008964539
175|2020-01|1874|4282.800018310547|1|4282.800018310547
176|2020-01|1881|9349.57004737854|2|4674.78502368927
177|2020-01|1888|11131.240009307861|2|5565.620004653931
